"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"14.157 ","Supportive Housing for the Elderly                                        ","8630","510","MD","USA","06","2016","d","f",515628,0,515628,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","001","ME","USA","06","2016","d","f",22320,0,22320,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","001","TN","USA","06","2016","d","f",22637,0,22637,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","003","HI","USA","06","2016","d","f",103552,0,103552,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","003","IN","USA","06","2016","d","f",24306,0,24306,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","003","MA","USA","06","2016","d","f",79398,0,79398,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","003","PA","USA","06","2016","d","f",6262,0,6262,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","003","RI","USA","06","2016","d","f",90640,0,90640,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","005","MD","USA","06","2016","d","f",82192,0,82192,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","005","ME","USA","06","2016","d","f",62138,0,62138,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","005","OR","USA","06","2016","d","f",46648,0,46648,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","007","RI","USA","06","2016","d","f",25070,0,25070,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","007","VT","USA","06","2016","d","f",39564,0,39564,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","009","CT","USA","06","2016","d","f",40848,0,40848,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","009","NM","USA","06","2016","d","f",37266,0,37266,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","011","ME","USA","06","2016","d","f",10758,0,10758,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","011","NH","USA","06","2016","d","f",14770,0,14770,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","011","WV","USA","06","2016","d","f",81267,0,81267,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","013","AZ","USA","06","2016","d","f",208819,0,208819,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","013","MA","USA","06","2016","d","f",87967,0,87967,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","013","NY","USA","06","2016","d","f",467,0,467,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","017","MA","USA","06","2016","d","f",91781,0,91781,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","021","GA","USA","06","2016","d","f",179172,0,179172,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","021","MD","USA","06","2016","d","f",47817,0,47817,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","021","MO","USA","06","2016","d","f",56347,0,56347,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","021","VT","USA","06","2016","d","f",40626,0,40626,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","025","SC","USA","06","2016","d","f",13952,0,13952,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","027","ID","USA","06","2016","d","f",40500,0,40500,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","027","MD","USA","06","2016","d","f",7618,0,7618,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","027","ME","USA","06","2016","d","f",15180,0,15180,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","027","PA","USA","06","2016","d","f",140608,0,140608,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","029","LA","USA","06","2016","d","f",41351,0,41351,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","029","WV","USA","06","2016","d","f",49875,0,49875,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","031","IL","USA","06","2016","d","f",532350,0,532350,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"14.181 ","Supportive Housing for Persons with Disabilities                          ","8630","031","MD","USA","06","2016","d","f",43888,0,43888,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
